probe	qSC_1	qSC_2	aSC_1	aSC_2	TAC_1	TAC_2	gene.symbol								
1441702_at	2.5519	2.5367	2.4751	2.2946	2.4751	2.4568	NA								
1441703_at	2.8246	3.1234	2.9707	2.8622	2.7948	2.8016	Zfp787								
1441704_at	4.5176	5.0725	4.2347	4.3779	4.4825	4.3964	NA								
1441705_at	4.1502	4.2689	4.5500	4.2418	4.4113	4.1828	AU015680								
1441706_at	2.6614	2.9374	2.9794	3.5361	2.8836	3.1930	Dscaml1								
1441707_at	3.3370	3.2386	3.1924	3.0947	3.3242	3.3769	Psma3								
1441708_at	2.2712	2.3351	2.4131	2.6356	2.6309	2.5103	Spag16								
1441709_at	3.0087	2.9938	3.1537	2.9080	4.6032	3.5017	Slc11a2								
1441710_at	2.9815	2.8029	3.1342	3.3385	2.9012	3.2105	NA								
1441711_at	4.0606	4.3606	4.5001	4.2270	4.3050	3.8495	Gm12575								
1441712_at	3.2105	3.0957	3.0214	3.3106	3.4572	3.2105	Usp49								
1441713_at	3.5780	3.3678	3.6863	3.5454	3.4978	3.5328	Anapc7								
1441714_at	2.3422	2.1959	2.1689	2.2138	2.1726	2.2349	Gm6600								
1441715_at	2.9021	2.8568	2.7462	2.9466	3.0422	2.7730	NA								
1441716_at	3.0783	2.9631	3.1413	3.1518	3.0776	2.7359	NA								
1441717_at	3.3845	3.1031	3.7631	3.3980	3.2444	3.4322	D9Ertd596e								
1441718_at	3.3799	3.2090	3.1759	3.4179	3.1280	2.8915	NA								
1441719_at	4.0683	3.8633	4.1491	4.1791	4.0982	4.2261	Gm12689								
1441720_at	3.7793	4.3481	4.5370	4.6790	4.5789	4.4976	4921530L18Rik								
1441721_at	4.4714	4.4687	4.3969	4.6596	4.7984	4.5330	NA								
1441722_at	3.9715	3.7172	3.3333	3.5235	3.5286	3.3579	NA								
1441723_at	2.9029	2.9224	3.1428	2.8189	2.8018	2.6504	NA								
1441724_at	3.0070	3.6124	3.6325	3.3721	3.1495	3.2234	Stag1								
1441725_at	5.2456	5.5806	5.2397	5.2007	5.0176	5.3485	6530402F18Rik								
1441726_at	3.1996	2.8847	3.0852	2.8612	3.0237	2.8323	NA								
1441727_s_at	7.1042	6.7447	6.6054	7.2589	4.4405	4.7467	Zfp467								
1441728_at	2.7298	2.7419	2.4927	2.7775	2.6279	2.7359	Scn1a								
1441729_at	5.3887	5.4695	5.6155	6.2080	4.7339	4.4510	Lmx1b								
1441730_at	2.7467	2.4568	2.2852	2.5903	2.2046	2.3664	NA								
1441731_at	2.8029	2.9065	2.7215	2.9016	2.7737	2.7984	NA								
1441732_at	4.7573	4.5802	4.6603	4.0669	4.1506	4.1525	NA								
1441733_s_at	6.9491	6.6302	6.7229	6.2582	6.8813	7.2946	Nup153								
1441734_at	5.4662	5.6011	5.4809	5.3533	5.3370	5.5334	Camk2a								
1441735_at	2.8029	3.3246	3.0095	3.0389	2.7532	2.9687	NA								
1441736_at	2.7172	2.7830	2.5771	2.7547	2.6894	2.5813	NA								
1441737_s_at	8.9876	8.8791	9.2770	9.1875	8.9660	8.5534	Rassf1								
1441738_at	4.2580	4.6261	4.4540	4.3206	4.6155	4.3920	NA								
1441739_at	4.2525	5.0858	4.2269	4.2657	4.4703	4.5555	NA								
1441740_at	2.6892	2.9415	2.6572	2.4800	2.5009	2.7561	NA								
1441741_at	2.6398	2.5116	2.6824	2.5496	2.4819	2.5003	Gm8267								
1441742_at	2.0427	2.1467	2.2176	2.1106	2.2377	2.1173	Kcnh5								
1441743_at	3.1561	3.3446	3.0328	3.0835	3.0567	3.1120	Pax3								
1441744_at	3.8025	3.8926	4.1015	3.8231	3.8413	3.8010	NA								
1441745_at	2.1781	2.3653	2.4553	2.3226	2.5716	2.2439	NA								
1441746_at	2.5022	2.7459	2.6369	2.4154	2.2952	2.2861	NA								
1441747_at	4.6569	4.5931	4.8420	4.9387	4.7755	4.7456	NA								
1441748_at	4.5128	4.1375	4.0658	4.0112	4.5035	4.2941	NA								
1441749_at	5.8803	5.9171	5.0443	5.1872	4.5375	4.8959	4930447F24Rik								
1441750_x_at	4.5439	5.1305	4.2088	3.8369	3.5114	3.9991	4930447F24Rik								
1441751_at	5.7437	5.7740	4.7024	4.9321	5.4045	5.7580	AW493563								
1441752_at	2.7935	2.9118	3.0176	2.9241	3.0428	2.9662	Art3								
1441753_at	3.9012	3.6645	3.2105	3.0612	3.3733	3.4896	Rictor								
1441754_at	3.5014	3.8831	3.4857	3.5542	3.7015	3.5042	NA								
1441755_at	4.6253	4.2588	4.9069	4.6911	4.4522	4.2184	Mapk15								
1441756_at	4.3915	4.1571	4.6129	3.8913	3.8343	4.0693	NA								
1441757_at	3.3425	3.1815	3.4269	3.2784	4.1634	4.2741	1190002F15Rik								
1441758_at	2.7116	2.7665	2.6466	2.5882	2.7132	2.5597	Rhot1								
1441759_at	3.1453	3.2420	3.4509	3.1972	3.3818	3.3779	Gm10804								
1441760_at	4.3952	3.4520	3.6791	2.9281	3.0677	2.9260	NA								
1441761_at	2.9584	2.8100	2.7835	3.0486	3.2631	3.1451	Sla								
1441762_at	5.6386	5.3415	5.1993	5.3326	5.0327	4.8451	Gm19576								
1441763_at	2.9293	3.4637	2.6499	2.5048	2.6430	2.6499	Zdhhc6								
1441764_at	3.3360	3.6217	3.3138	3.4597	3.4241	3.6268	Prdm10								
1441765_at	5.0082	5.2271	4.7456	4.8548	5.1634	5.5257	NA								
1441766_at	2.8752	2.5920	2.5694	2.6441	2.3283	2.4323	NA								
1441767_at	3.5971	3.7010	3.6639	3.6374	3.6654	3.5741	Zfp142								
1441768_at	4.5591	4.6985	4.6611	4.5670	4.7017	4.3706	9430051O21Rik								
1441769_at	4.3398	4.2048	5.2564	4.3329	4.0417	3.7365	NA								
1441770_at	2.6128	2.6246	2.7723	2.6242	2.6302	2.8811	Ppat								
1441771_at	3.2129	3.1986	3.1511	3.3215	3.3104	2.8881	NA								
1441772_at	3.9856	3.9423	3.8130	4.0193	3.4136	3.3636	P2rx4								
1441773_at	4.6947	4.6838	4.2742	4.2353	4.5754	4.5219	1700061N14Rik								
1441774_at	5.4957	5.6450	4.6898	4.9049	4.6045	4.4712	NA								
1441775_at	3.3858	3.8912	3.5074	3.4655	3.1936	3.1952	NA								
1441776_at	3.5983	3.4956	4.0206	3.6882	3.4721	3.7590	Tspan11								
1441777_at	5.3759	5.5339	5.4142	5.3177	5.3167	5.2821	Emx1								
1441778_at	2.2379	2.3438	2.3784	2.2959	2.1648	2.1239	Adcyap1								
1441779_at	2.6584	2.6242	2.8190	2.9869	2.5786	2.6893	9530006C21Rik								
1441780_at	2.3155	2.2535	2.4672	2.1321	2.2307	2.3244	NA								
1441781_at	3.2211	3.4933	3.3395	3.6238	3.4259	3.4819	AI317158								
1441782_at	4.4422	4.5924	4.3498	4.5451	4.5182	4.5614	Aak1								
1441783_at	3.1165	3.5004	2.9891	3.2012	3.1878	3.2105	2410022M11Rik								
1441784_at	2.3330	2.3629	2.3046	2.2035	2.4092	2.3444	Gm15958								
1441785_at	3.0347	2.7708	2.7000	2.7070	2.8279	2.9123	Shisa6								
1441786_at	4.8188	5.3018	5.2246	5.1582	5.2936	5.0412	NA								
1441787_at	3.3827	3.5440	3.4759	3.3815	3.1902	3.4248	Zc3h12c								
1441788_s_at	7.2434	7.3779	7.9449	7.0195	9.0151	9.2755	Dkc1								
1441789_at	2.6348	2.6348	2.4751	2.4920	2.6716	2.6716	NA								
1441790_at	3.5154	3.5173	4.4275	3.6506	3.5517	3.5394	NA								
1441791_at	2.8239	2.9163	2.7802	2.8483	2.8483	2.8379	NA								
1441792_at	4.3825	4.2347	4.3237	4.1227	4.1568	4.0894	Zfp945								
1441793_at	9.8853	9.9112	8.6071	9.1029	9.6488	9.1069	NA								
1441794_at	3.2347	3.3143	3.2688	3.1096	3.1501	3.1710	NA								
1441795_at	2.6892	3.2028	3.2821	3.2316	3.5252	3.6467	Snapc4								
1441796_at	4.6774	4.4074	4.6058	4.5196	4.6806	4.5142	Fam136a								
1441797_at	3.0739	3.1566	3.0591	3.0490	2.9212	3.2002	NA								
1441798_at	4.8311	4.7309	4.9001	4.9412	4.8174	4.8111	Gm12843								
1441799_at	3.6714	5.7911	3.5233	2.6431	3.2515	3.1078	6030422H21Rik								
1441800_at	3.4008	3.0334	3.2041	3.3758	3.3887	3.2062	Rabgap1								
1441801_at	7.6887	7.5264	5.1311	5.4515	4.0561	3.8790	Kctd4								
1441802_at	4.4750	4.1859	4.1874	4.1267	4.1244	4.1127	Spred2								
1441803_at	3.1370	2.6935	3.1367	2.9100	2.8042	2.7359	Ipcef1								
1441804_at	2.4008	2.6693	2.5590	2.4575	2.4610	2.5590	NA								
1441805_at	3.5081	3.3880	3.7148	3.5375	3.3785	3.4913	NA								
1441806_at	3.0861	3.0855	3.1700	3.2307	3.3695	3.0101	NA								
1441807_s_at	2.9777	2.7114	2.6425	3.0953	3.3540	3.0521	NA								
1441808_at	5.2785	5.5877	5.3540	5.3566	5.3322	5.3086	NA								
1441809_at	2.8294	2.7187	2.7463	2.3059	2.6128	2.5797	A930009A15Rik								
1441810_at	4.0358	3.9917	3.8907	3.5567	3.7474	3.8660	NA								
1441811_x_at	6.4399	6.7101	7.6357	7.2833	7.2656	6.9368	Tmem176a								
1441812_at	2.7510	2.7947	3.1126	2.8263	2.7390	2.7768	LOC100503594								
1441813_at	2.5947	2.9747	3.0120	3.0808	3.3664	3.1221	Gm9484								
1441814_s_at	7.8416	7.8880	7.3518	7.2139	7.7478	7.5193	Rpain								
1441815_at	2.5283	2.4132	2.4948	2.5582	2.4948	2.3647	NA								
1441816_at	3.6866	3.7245	3.0997	3.0262	3.0605	2.9616	2900056M20Rik								
1441817_at	2.3096	2.2427	2.2351	2.4355	2.6268	2.3939	1700099I09Rik								
1441818_at	2.4001	2.5492	2.8971	2.5109	2.2005	2.4001	Fer1l6								
1441819_x_at	3.1670	3.2435	3.3088	3.1585	3.0947	3.1395	Timm50								
1441820_at	3.0549	3.0627	3.1406	3.4152	3.0549	3.0581	Cdkl2								
1441821_at	2.9152	2.9375	3.1891	2.7310	2.7891	2.8403	NA								
1441822_at	3.9578	3.7778	3.8071	3.9261	3.8680	3.7423	1700008F19Rik								
1441823_at	5.0126	4.3602	5.3039	5.0161	4.3247	3.8363	Zmiz1								
1441824_at	4.5554	5.1202	4.9604	4.7009	5.3565	6.6195	Mboat1								
1441825_x_at	5.0685	5.0420	5.0057	5.1382	5.1474	5.0266	NA								
1441826_x_at	3.8056	4.2092	4.4087	3.6235	4.2015	3.9749	Ubtd1								
1441827_x_at	2.9082	3.3021	3.0272	3.1176	3.3890	3.6083	Hsp90aa1								
1441828_at	2.9138	2.8579	3.1583	2.6394	2.6745	2.6892	Stard5								
1441829_s_at	3.1941	3.1873	3.0742	3.2512	3.0887	3.0256	Akap10								
1441830_x_at	2.4676	2.4617	2.5035	2.3558	2.5076	2.4451	Akap10								
1441831_x_at	3.7481	3.1542	3.3644	3.3299	3.5400	3.9740	Clcn5								
1441832_at	2.2313	2.3698	2.2524	2.3461	2.1393	2.1311	Hdac10								
1441833_at	3.4989	3.0102	3.3591	3.3427	3.2579	3.1722	NA								
1441834_x_at	2.3164	2.7039	2.4516	2.5173	2.4098	2.4424	NA								
1441835_x_at	7.5911	7.5711	6.7179	6.3337	5.3407	5.3356	Mtmr11								
1441836_x_at	2.9546	2.9230	2.7214	3.0925	3.1077	2.9785	Gtsf1								
1441837_at	3.8321	3.7498	3.7002	3.5542	3.6036	3.4300	Chrnb2								
1441838_at	5.2623	5.3858	5.3159	5.2872	5.4596	5.2934	Ercc1								
1441839_s_at	3.2105	2.8574	2.8286	2.7328	2.9343	2.7832	Mettl22								
1441840_x_at	4.5632	4.5725	4.7510	4.6772	4.6583	4.2507	Sbno2								
1441841_at	5.7957	6.2067	6.2607	6.0237	5.8372	5.7962	Adamts16								
1441842_s_at	6.2355	6.2527	5.2808	6.0185	4.9765	5.4165	Zfp707								
1441843_s_at	4.4529	4.2251	4.2180	3.6034	3.8891	3.8796	5230400M03Rik								
1441844_at	3.0059	2.7520	2.7520	2.8996	2.8104	2.8029	NA								
1441845_at	2.7663	2.5312	2.4881	2.4822	2.6072	2.5633	Caps2								
1441846_x_at	4.1021	4.6377	4.1945	4.0032	3.9753	3.6354	Tmed3								
1441847_at	2.8160	3.3067	3.4425	3.0208	3.5258	3.2665	NA								
1441848_at	4.3679	3.9357	3.6770	3.8033	3.5353	3.6814	NA								
1441849_at	6.3911	6.6711	6.6732	6.3911	6.3659	6.2413	1700052M09Rik								
1441850_x_at	7.4593	7.4529	7.4353	7.5685	6.9252	6.6231	Tcn2								
1441851_x_at	6.8169	6.5718	5.8333	5.6945	9.0198	7.9265	Ly6g6c								
1441852_x_at	2.3535	2.5112	2.1315	2.2881	2.2501	2.3496	Atg16l1								
1441853_at	2.5375	2.9190	2.4538	2.6967	2.7358	2.5058	NA								
1441854_at	2.4235	2.5098	2.3278	2.4122	2.3520	2.3083	NA								
1441855_x_at	6.0453	5.9290	5.9692	5.8631	6.6699	5.8698	Cxcl1								
1441856_x_at	5.5608	5.5616	5.1389	5.4703	5.1477	4.7384	Tysnd1								
1441857_x_at	3.3923	3.5408	3.5385	3.5385	3.7254	3.7430	Seh1l								
1441858_at	2.7697	2.9614	2.6892	2.9200	3.1842	2.8029	NA								
1441859_x_at	2.5379	2.4787	2.3630	2.4104	2.5356	2.2578	NA								
1441860_x_at	6.0394	6.1277	6.0672	5.7437	7.0155	6.5022	Ide								
1441861_at	3.2632	3.4589	3.6854	3.5747	3.7376	3.4794	1700018G05Rik								
1441862_at	3.2105	3.2891	3.3779	3.3517	3.4040	3.5687	Ppox								
1441863_x_at	2.8316	2.5958	2.9794	2.7973	2.6368	2.7110	Krt13								
1441864_x_at	2.5332	2.6485	2.6328	2.3637	2.7907	2.6749	Cenpa								
1441865_at	2.4007	2.3486	2.4275	2.2863	2.4430	2.2231	NA								
1441866_s_at	8.7639	8.7821	8.7508	8.3985	8.3020	7.9684	Ptdss1								
1441867_x_at	6.1404	6.2149	5.9361	4.7896	6.4252	6.8023	Cep128								
1441868_x_at	3.5598	3.7593	3.7635	3.7683	3.5598	3.4973	NA								
1441869_x_at	2.7336	2.8351	2.7889	2.8986	2.7764	2.8504	NA								
1441870_s_at	9.0592	9.0436	9.1397	8.9587	7.4936	7.8696	Pkd2								
1441871_at	5.6119	5.9319	5.8515	5.9019	6.0402	5.8702	1810044D09Rik								
1441872_x_at	2.8808	2.9292	3.0765	2.5222	2.8694	2.7359	NA								
1441873_at	2.5694	2.2836	2.3396	2.5272	2.2507	2.2518	Prl7a1								
1441874_x_at	2.6150	2.2574	2.1992	2.4131	2.1727	2.0915	Prl7a1								
1441875_at	3.6203	3.4667	3.6506	3.5528	3.6485	3.5323	1700063J08Rik								
1441876_x_at	4.5190	4.2512	3.9824	4.3891	3.9895	4.5941	NA								
1441877_x_at	3.4789	3.3538	3.5358	3.5342	3.2181	3.1333	Tssc1								
1441878_s_at	7.5072	7.5563	6.8667	6.9606	6.9060	6.6921	Oxld1								
1441879_x_at	4.0294	4.2734	3.6304	4.1715	3.4105	3.8646	Mkrn1								
1441880_x_at	5.3542	5.5168	5.5013	5.6089	5.4862	5.3423	NA								
1441881_x_at	6.6094	5.8303	7.5824	8.0711	6.2465	6.4421	Fam101a								
1441882_at	5.4467	5.5755	5.9752	4.8771	5.7070	4.8167	NA								
1441883_at	4.9701	4.9824	4.9446	4.9087	4.9754	4.9150	Cystm1								
1441884_x_at	3.7647	3.6269	3.2105	3.7373	2.9786	3.6034	Cx3cl1								
1441885_s_at	2.6227	2.3275	2.5047	2.2450	2.2520	2.2520	NA								
1441886_at	3.0369	2.6233	3.2878	2.5197	2.7092	2.7136	Ccdc79								
1441887_x_at	2.4875	2.3913	2.5706	2.1871	2.1937	2.2665	Gm6377								
1441888_x_at	4.3417	4.4759	4.1826	4.3370	4.0202	4.3490	Zw10								
1441889_x_at	2.4353	2.3535	2.2952	2.2132	2.3981	2.2912	Racgap1								
1441890_x_at	3.8479	3.2609	3.4623	3.3711	4.3067	4.7251	Tmeff1								
1441891_x_at	8.2109	8.6863	6.5008	6.6041	9.5847	8.4452	Elovl7								
1441892_x_at	4.0015	4.2106	4.2142	4.0840	3.5867	4.0801	NA								
1441893_at	2.6381	2.5607	2.3743	2.1077	2.3535	2.6242	Tex24								
1441894_s_at	6.2939	5.9376	7.1097	7.2799	7.2034	7.7702	Grasp								
1441895_x_at	3.4045	3.2052	3.8385	3.5942	3.6314	4.1096	NA								
1441896_x_at	2.2483	2.6126	2.4568	2.2909	2.3565	2.4044	NA								
1441897_at	3.6252	3.7615	3.9311	3.6677	3.5175	3.6716	B230120H23Rik								
1441898_at	6.0729	6.0659	6.3175	6.0360	6.3079	6.0829	Ms4a15								
1441899_x_at	3.2821	3.4054	3.2945	3.5062	3.1699	3.0585	Bcan								
1441900_x_at	6.1092	6.0343	5.9180	6.3352	6.6676	6.6396	Hspbap1								
1441901_x_at	7.3532	7.5291	7.0638	7.2220	7.2347	7.0783	Fahd2a								
1441902_x_at	5.7290	5.9284	5.8139	5.7084	5.6856	5.6236	Slc29a4								
1441903_x_at	3.1251	3.2177	3.2835	3.2310	3.2797	3.2664	Metrnl								
1441904_x_at	6.1543	6.3596	6.3481	6.6848	5.5890	5.6161	Fam114a1								
1441905_x_at	2.7509	2.7159	2.7873	2.7760	2.8592	2.8047	NA								
1441906_x_at	6.4092	6.5586	6.4588	6.1432	5.3883	5.6219	Syap1								
1441907_s_at	2.8597	3.0293	2.5170	2.8407	2.6960	2.5492	Cd93								
1441908_x_at	3.2340	3.3995	3.1815	3.3469	3.2340	3.3716	Cd93								
1441909_s_at	4.6253	4.4328	4.4455	4.6362	6.3346	6.5426	Nipal4								
1441910_x_at	5.5957	6.1813	6.7051	6.3555	7.7562	7.8548	Ccne1								
1441911_x_at	4.1969	4.4458	4.9353	4.8944	5.5769	5.3395	Gart								
1441912_x_at	5.5378	6.1688	5.7578	5.7182	6.0633	5.4858	C2								
1441913_at	2.3630	2.2618	2.2386	2.1617	2.1877	2.2821	Luzp2								
1441914_x_at	4.1160	4.1163	3.9573	4.0222	3.8555	3.8192	Fgf3								
1441915_s_at	4.9143	5.5058	4.7024	4.9211	4.8494	4.8830	Plin5								
1441916_s_at	2.8020	2.6436	2.8020	2.7380	2.9255	2.9801	Odf3								
1441917_s_at	8.3929	8.3802	7.6408	7.8513	8.7781	7.5546	Tmem40								
1441918_x_at	6.6585	6.7343	7.3231	6.4378	6.8137	5.8820	Serpinb6e								
1441919_x_at	6.8091	7.3516	6.9252	6.8529	7.0239	6.5493	Crat								
1441920_x_at	3.6513	3.3292	3.3704	3.2275	3.4532	3.3219	Trmt2a								
1441921_x_at	4.6092	4.9170	4.8225	4.7195	4.9186	4.7000	Esrrb								
1441922_x_at	5.7065	5.6192	5.2600	5.6793	5.2669	5.2932	Vps11								
1441923_s_at	4.9423	4.9609	4.9316	5.0721	4.8701	5.2213	Edn3								
1441924_x_at	6.0822	5.8841	5.7612	5.5637	5.5301	5.0412	Edn3								
1441925_at	3.5451	3.7346	3.4434	3.5885	3.6436	3.3591	Slc15a4								
1441926_x_at	4.1516	4.1183	4.0130	3.9029	4.0498	3.6009	Tmie								
1441927_at	3.9940	3.9233	3.7656	3.6986	4.2638	4.9972	Syt7								
1441928_x_at	7.1169	7.2414	7.2051	7.2581	6.8479	6.8674	Ell								
1441929_at	3.0499	2.8971	2.6564	2.7109	2.9643	2.8158	B4galnt2								
1441930_x_at	11.0582	11.5919	10.0461	10.5166	9.8528	9.2009	Vat1								
1441931_x_at	7.0860	6.8941	7.6024	7.7508	7.3805	7.4030	NA								
1441932_at	2.8147	2.7551	2.8116	2.4094	2.8089	2.5274	NA								
1441933_x_at	4.7933	4.6493	4.2989	4.4184	4.2274	4.1879	Pigz								
1441934_at	3.4741	3.4383	3.4479	3.3246	2.9385	3.1939	NA								
1441935_at	3.4077	3.7798	3.6871	3.4190	3.4269	3.7569	Ankra2								
1441936_x_at	2.6617	2.5349	2.7387	2.7359	2.7984	2.5492	NA								
1441937_s_at	10.0933	10.2176	8.8356	9.2524	8.6896	8.3287	Pink1								
1441938_x_at	5.6019	5.9141	4.6718	4.9506	3.8772	3.8079	Cables1								
1441939_x_at	2.3382	2.3672	2.3962	2.4751	2.3532	2.3037	2410003I16Rik								
1441940_x_at	4.5810	3.9838	4.2481	4.1456	4.3422	4.4131	Klhdc8a								
1441941_x_at	11.5057	11.6009	11.3690	11.1260	10.4689	10.2687	Serpinb5								
1441942_x_at	6.2070	6.2526	6.3435	6.2262	6.5654	6.6081	Snupn								
1441943_x_at	6.9346	7.1539	7.3854	7.4687	7.7304	7.9599	Ciapin1								
1441944_s_at	3.8731	3.6873	3.8746	3.8145	3.8152	3.6274	Gpr135								
1441945_s_at	8.9064	8.9731	8.5229	8.4739	7.8601	7.7600	Abhd14a								
1441946_at	6.5906	5.8080	7.6682	7.8952	6.3622	6.1560	Itih5								
1441947_x_at	7.6199	7.6145	7.7629	7.7125	7.7036	7.6006	Sik3								
1441948_x_at	10.0828	10.1733	9.8400	10.0430	8.7558	8.7983	Zfand3								
1441949_x_at	4.7055	3.6194	6.1183	5.4532	5.8775	6.1063	Slc39a6								
1441950_s_at	6.2643	6.5898	6.0254	6.4314	6.4788	6.2007	2010109A12Rik								
1441951_x_at	2.6303	2.8580	2.5603	2.9067	2.6189	2.6189	2010109A12Rik								
1441952_x_at	5.7996	5.8089	6.5539	6.6044	6.3702	6.1707	Lynx1								
1441953_at	4.9027	4.9155	4.8112	4.7535	4.8826	4.9910	Stox2								
1441954_s_at	3.1393	3.4481	3.2306	3.0670	2.9595	3.1266	H1fnt								
1441955_s_at	4.8426	4.7231	4.8652	5.0956	5.1402	5.2719	Paip1								
1441956_s_at	3.2647	3.1056	3.2647	3.3860	4.6148	4.4525	Cux1								
1441957_x_at	2.6308	2.8197	3.6737	2.8846	3.0639	3.0595	2410076I21Rik								
1441958_s_at	4.9446	4.6482	4.9222	4.4724	4.8282	4.9624	Ager								
1441959_s_at	9.0866	9.0404	9.0220	8.5673	8.3950	8.0757	Jkamp								
1441960_x_at	7.1825	6.9269	7.9966	7.4008	7.7098	7.7265	Tpgs2								
1441961_at	4.0335	4.4801	3.9439	3.8944	4.0557	4.2143	Map9								
1441962_at	5.1988	5.4301	5.4109	5.3403	5.7321	5.3707	Alox5								
1441963_at	6.5523	6.1028	5.3035	5.7452	4.9894	4.8235	Prosapip1								
1441964_at	4.5075	3.9530	3.7922	3.9421	3.7779	3.6865	Qk								
1441965_at	2.7506	2.8596	2.6179	2.6615	2.9216	2.7780	Ccdc38								
1441966_at	4.3650	5.0075	4.4664	4.2308	3.7260	3.6304	Trpm3								
1441967_at	6.6353	6.4892	6.7711	7.1021	6.6019	6.5526	Pddc1								
1441968_at	6.5546	6.4759	6.7037	7.0608	6.4144	6.0265	Tspan9								
1441969_at	2.6799	2.8448	2.7618	2.6720	3.0188	2.5244	Trim36								
1441970_at	6.9216	6.5730	6.7988	6.6055	6.4918	6.7150	E430010N07Rik								
1441971_at	8.1377	7.5524	8.4940	7.6398	9.2858	8.0675	NA								
1441972_at	8.0358	6.8085	8.5191	8.1902	4.6658	4.8171	6230424C14Rik								
1441973_at	5.3991	5.2057	4.3653	4.9078	4.6699	5.3507	Zbtb21								
1441974_at	5.4678	4.8667	4.2125	4.2781	3.5675	3.7177	Camk4								
1441975_at	12.1831	12.1599	11.1071	11.2727	10.1386	10.1028	Acpp								
1441976_at	5.7497	5.6051	5.4045	5.3799	5.5363	5.1149	5430434G16Rik								
1441977_at	3.7968	3.9864	3.7804	3.7296	3.9312	3.9830	9630023C09Rik								
1441978_at	2.8601	2.7681	2.5704	2.6467	2.7359	2.6892	Aqp6								
1441979_at	2.8660	2.7421	2.9199	2.4293	2.8041	2.8379	Efcab12								
1441980_at	7.3342	7.2642	7.8446	7.6582	6.9802	7.3773	Tbck								
1441981_at	3.2403	3.2305	2.9384	2.8144	3.3446	2.7777	Tmprss11f								
1441982_at	2.8101	2.7903	2.7463	2.8379	2.8362	3.3830	Taf7								
1441983_at	2.4495	2.4991	2.5092	2.5999	2.6937	2.5956	NA								
1441984_at	4.6253	4.6614	4.7513	4.6414	5.6009	4.9963	Clspn								
1441985_at	2.5314	2.8991	2.5492	2.9865	2.8108	2.6751	4933416C03Rik								
1441986_at	4.1088	3.9116	3.9732	4.0556	4.2138	4.4412	Zcchc6								
1441987_at	6.6320	6.5730	6.3638	6.2675	6.1859	6.1413	Mbd5								
1441988_at	4.7838	4.8092	4.5457	4.1342	4.3522	3.9630	Ppm1k								
1441989_at	6.4943	6.3524	5.7317	5.7346	4.9527	5.1892	Bnip2								
1441990_at	4.6967	4.1161	4.4527	4.2410	4.5108	4.4877	Mre11a								
1441991_at	4.7231	4.5962	4.7584	4.9231	4.1195	4.8360	Prss53								
1441992_at	5.6028	5.5023	5.0536	4.9360	5.4473	4.4153	Rab14								
1441993_at	5.7952	5.6924	5.7026	5.8979	5.5727	5.9159	Ap3s2								
1441994_at	5.9088	6.0226	5.9243	5.8080	5.0265	4.4118	Pcdhb16								
1441995_at	4.3940	4.3881	4.3532	4.2445	4.3325	4.5352	NA								
1441996_at	6.0549	5.9526	5.6254	5.7283	5.5881	5.4233	9530082P21Rik								
1441997_at	3.5453	3.7455	3.6992	3.1680	3.7260	4.8993	Zfp184								
1441998_at	4.7926	4.3396	5.0399	4.9887	5.1026	5.4440	NA								
1441999_at	4.5980	4.8681	4.8894	4.5457	4.7337	4.6570	NA								
1442000_at	2.5580	2.6852	2.8473	2.9402	2.8131	2.7733	Mfsd2b								
1442001_at	3.3418	3.5377	3.2164	3.5361	3.8772	3.8110	Prkab2								
1442002_at	6.5563	6.6458	6.3337	6.0741	6.3700	6.3889	Tmf1								
1442003_at	7.5872	7.0523	6.8486	6.9376	6.3317	5.7765	Diap2								
1442004_at	5.4762	5.9854	5.1069	5.2509	4.9106	5.3324	Trim65								
1442005_at	3.2629	3.7078	3.4803	3.9609	3.3425	3.0024	AW987390								
1442006_at	8.0091	7.7585	7.9466	8.3331	7.6645	7.8388	NA								
1442007_at	6.1432	5.6727	5.6658	5.6876	4.5861	5.5436	Zmym5								
1442008_at	3.5479	3.5701	3.6364	3.7358	3.6489	3.4304	Gm17399								
1442009_at	4.2205	3.7582	3.6897	3.3807	3.6186	3.1735	Ago3								
1442010_at	5.0265	5.1077	5.2084	5.0456	5.1761	4.9276	Casz1								
1442011_at	4.8784	5.0686	5.3843	4.7231	6.3757	5.2050	A230065H16Rik								
1442012_at	4.9446	5.2356	5.1389	5.1321	5.0260	4.8262	AU015791								
1442013_at	3.3355	3.0739	3.1565	3.2709	3.1954	3.5924	Ccdc79								
1442014_at	6.4552	5.8565	7.2678	6.9913	7.9952	6.1840	NA								
1442015_at	6.0453	5.9456	5.9221	5.8018	6.0884	6.0968	2500002B13Rik								
1442016_at	5.2141	5.5711	4.8683	4.6973	4.8364	4.6270	NA								
1442017_at	3.4113	3.6441	3.3796	3.4969	3.4091	3.3555	Nfs1								
1442018_at	5.9950	5.3025	5.6595	5.4826	6.0698	5.4939	Btg1								
1442019_at	2.7721	2.7359	3.1194	3.2769	3.7152	3.4839	NA								
1442020_at	2.9437	3.2146	2.9315	3.1063	3.2957	3.0493	Gm12863								
1442021_at	2.7026	3.2657	2.8548	2.7595	2.8573	2.7669	Gnal								
1442022_at	3.8264	4.1918	4.1267	3.9478	4.3575	4.0441	Themis								
1442023_at	2.2898	2.1927	2.1849	2.0706	2.2563	2.2151	A530030E21Rik								
1442024_at	4.8082	4.8716	4.7522	4.8386	5.0079	4.6682	NA								
